,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
304,1400000US40017301408,"Census Tract 3014.08, Canadian County, Oklahoma",0,0,0,0,0,0,8,3,10,39,0,29,109,13,0,0,0,0,31,3,0,18,29,0,15,124,9,0,0,0,0,34,7,0,13,8,0,53,22,90.1,112.9,97,322,
301,1400000US40017301409,"Census Tract 3014.09, Canadian County, Oklahoma",0,0,16,8,0,0,17,13,111,27,0,50,386,0,7,0,31,22,18,85,15,174,28,6,0,254,16,0,0,7,13,7,16,0,122,36,30,7,120,211.7,457.3,93,882,
305,1400000US40017301410,"Census Tract 3014.10, Canadian County, Oklahoma",62,0,0,0,16,0,0,16,102,84,32,113,565,88,0,0,0,0,12,31,26,116,156,27,109,577,0,0,0,13,20,14,15,10,50,130,199,126,199,150.8,611.2,606,1567,
306,1400000US40019892100,"Census Tract 8921, Carter County, Oklahoma",6,0,7,0,1,32,14,0,67,18,12,18,176,7,5,8,16,0,57,0,16,35,4,14,14,238,4,2,32,11,4,21,5,10,71,6,48,24,103,172.3,183.7,130,589,
307,1400000US40019892200,"Census Tract 8922, Carter County, Oklahoma",8,2,3,0,14,8,2,0,31,20,11,6,110,13,14,5,0,17,0,3,0,34,17,0,7,108,21,8,0,0,7,3,0,3,37,13,10,6,112,29.2,141.8,40,323,
308,1400000US40019892300,"Census Tract 8923, Carter County, Oklahoma",23,28,7,19,13,0,21,9,38,14,3,13,238,0,64,7,31,19,10,0,39,30,12,0,26,246,0,54,0,26,5,37,0,17,20,34,29,24,296,141.8,139.2,95,672,
309,1400000US40019892400,"Census Tract 8924, Carter County, Oklahoma",7,24,5,0,34,13,10,6,57,49,27,12,226,7,3,14,2,18,33,4,6,60,43,30,6,298,16,9,19,2,2,31,0,0,76,92,16,35,162,122.3,357.7,126,768,
310,1400000US40019892500,"Census Tract 8925, Carter County, Oklahoma",67,23,81,46,19,75,0,16,174,116,89,115,1245,148,0,62,31,47,44,0,32,291,310,115,165,713,42,25,38,35,23,13,0,18,167,125,37,190,687,261.2,1119.8,711,2779,
311,1400000US40019892600,"Census Tract 8926, Carter County, Oklahoma",42,70,21,34,0,43,0,0,107,44,38,0,340,60,25,34,0,2,38,0,0,116,43,0,22,495,58,0,105,47,2,39,0,0,108,61,29,46,500,153.1,445.9,135,1234,
312,1400000US40019892700,"Census Tract 8927, Carter County, Oklahoma",34,3,0,27,25,42,15,6,41,40,70,18,370,8,4,7,9,35,22,0,22,45,122,54,42,409,24,3,6,20,26,44,19,27,75,100,19,46,231,213.1,406.9,249,1100,
313,1400000US40019892800,"Census Tract 8928, Carter County, Oklahoma",97,52,0,70,58,59,0,0,138,25,0,0,529,98,44,75,99,46,22,11,6,128,0,0,0,478,58,83,37,91,49,0,11,57,92,0,0,0,957,201.8,347.2,0,1506,
314,1400000US40019892900,"Census Tract 8929, Carter County, Oklahoma",10,0,9,27,10,0,14,8,12,31,6,19,122,43,0,0,6,16,0,0,0,38,9,5,5,120,51,0,0,0,0,0,0,6,38,11,8,6,172,36.8,130.2,49,388,
391,1400000US40019893000,"Census Tract 8930, Carter County, Oklahoma",62,0,96,43,16,180,0,53,24,170,125,0,581,47,0,40,0,0,52,36,28,59,74,152,93,406,39,0,0,38,0,30,0,19,48,21,103,108,381,411.1,382.9,581,1756,
395,1400000US40019893100,"Census Tract 8931, Carter County, Oklahoma",29,50,45,27,12,52,0,0,63,12,0,0,319,8,51,21,27,78,34,0,0,91,9,0,0,325,32,26,11,53,38,16,10,0,129,0,0,10,508,140.3,275.7,10,934,
856,1400000US40021977600,"Census Tract 9776, Cherokee County, Oklahoma",42,38,11,36,32,38,0,20,69,30,26,8,450,41,31,59,13,69,17,0,15,104,47,24,30,407,23,27,20,13,42,17,3,2,84,59,32,85,497,137.7,367.3,205,1207,
501,1400000US40021977700,"Census Tract 9777, Cherokee County, Oklahoma",44,39,24,4,47,41,11,18,49,31,20,25,586,56,55,16,9,44,40,3,6,164,97,39,57,563,47,14,20,18,44,17,57,6,124,105,46,65,481,232.7,536.3,252,1502,
855,1400000US40021977800,"Census Tract 9778, Cherokee County, Oklahoma",50,46,49,135,6,3,44,0,78,62,44,17,634,106,103,89,150,18,11,0,0,117,32,4,4,596,26,43,40,81,51,14,0,35,151,104,51,0,993,141.6,509.4,120,1764,
858,1400000US40021977900,"Census Tract 9779, Cherokee County, Oklahoma",133,0,0,38,44,14,12,0,22,30,0,60,221,38,37,5,0,30,0,0,0,89,0,8,14,549,79,79,5,27,26,25,41,97,59,0,0,111,541,206,183,193,1123,
860,1400000US40021978000,"Census Tract 9780, Cherokee County, Oklahoma",83,16,32,46,39,58,5,8,56,50,19,20,447,40,47,23,15,20,180,18,20,76,8,0,0,241,9,10,0,0,31,35,6,16,82,27,0,25,411,367.4,277.6,64,1120,
859,1400000US40021978100,"Census Tract 9781, Cherokee County, Oklahoma",110,0,15,31,46,0,0,0,250,49,7,38,312,17,0,0,28,12,20,39,15,97,30,0,54,453,19,14,0,46,0,34,44,33,46,157,33,27,338,224.3,589.7,159,1311,
396,1400000US40021978201,"Census Tract 9782.01, Cherokee County, Oklahoma",50,11,15,8,44,10,0,12,11,11,10,0,214,24,33,0,7,16,17,0,11,51,44,11,0,216,20,45,5,15,0,4,0,6,76,25,12,8,293,73.8,204.2,41,612,
393,1400000US40021978202,"Census Tract 9782.02, Cherokee County, Oklahoma",2,3,19,11,5,26,0,0,15,4,0,0,121,0,6,27,0,4,20,18,5,13,28,0,0,186,3,0,37,0,7,22,37,5,41,3,7,24,124,139.9,97.1,31,392,
857,1400000US40021978300,"Census Tract 9783, Cherokee County, Oklahoma",9,138,36,17,16,79,38,4,81,53,38,63,622,3,122,37,46,45,28,35,0,219,14,57,16,592,49,47,50,72,59,39,49,0,88,11,94,34,746,310.8,427.2,302,1786,
397,1400000US40023966900,"Census Tract 9669, Choctaw County, Oklahoma",31,6,3,4,4,8,2,2,46,14,7,11,153,29,2,11,14,0,10,0,2,33,9,10,33,158,27,3,18,6,12,6,0,6,31,10,14,25,170,47,132,100,449,
398,1400000US40023967000,"Census Tract 9670, Choctaw County, Oklahoma",16,7,4,4,0,9,0,37,12,38,0,27,221,20,10,22,13,12,0,6,16,36,46,14,26,376,23,12,35,4,11,8,0,15,75,42,54,97,193,103.3,236.7,218,751,
399,1400000US40023967100,"Census Tract 9671, Choctaw County, Oklahoma",87,61,0,67,44,0,0,0,40,0,21,17,356,124,17,25,57,12,8,16,0,47,9,12,29,192,30,8,15,12,27,0,15,0,41,17,0,27,586,51.8,141.2,106,885,
400,1400000US40023967200,"Census Tract 9672, Choctaw County, Oklahoma",23,15,100,0,0,8,0,0,50,51,0,10,182,41,28,53,0,0,0,0,0,23,0,16,21,223,55,104,21,0,0,4,0,0,11,9,19,0,440,20.4,135.6,66,662,
401,1400000US40023967300,"Census Tract 9673, Choctaw County, Oklahoma",72,0,27,27,43,20,17,0,44,9,19,22,213,54,4,14,38,24,15,4,8,11,20,7,14,276,22,47,45,31,26,5,0,10,28,39,5,18,474,87.3,142.7,85,789,
328,1400000US40025950100,"Census Tract 9501, Cimarron County, Oklahoma",8,0,0,2,13,4,2,0,25,5,0,7,79,0,2,0,2,15,10,3,0,35,12,0,0,81,11,8,0,0,17,0,1,0,11,19,0,14,78,27.1,99.9,21,226,
327,1400000US40025950300,"Census Tract 9503, Cimarron County, Oklahoma",0,27,2,10,10,27,0,0,5,41,0,0,101,0,0,20,7,13,15,0,12,9,25,0,0,88,0,26,17,0,26,12,0,4,3,0,0,0,158,71.7,81.3,0,311,
615,1400000US40027200100,"Census Tract 2001, Cleveland County, Oklahoma",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3.6,0,4,
616,1400000US40027200200,"Census Tract 2002, Cleveland County, Oklahoma",14,22,0,32,7,54,0,0,9,0,4,0,123,6,15,0,24,0,4,0,36,28,0,0,10,72,0,0,0,8,4,0,0,48,4,2,6,0,132,146.1,38.9,20,337,
611,1400000US40027200300,"Census Tract 2003, Cleveland County, Oklahoma",68,7,37,40,20,0,7,12,12,70,0,0,420,96,13,60,130,10,46,0,36,12,5,12,0,293,43,22,0,36,0,38,0,46,67,20,12,9,582,194.1,176.9,33,986,
592,1400000US40027200400,"Census Tract 2004, Cleveland County, Oklahoma",22,5,29,0,5,20,0,0,40,52,0,66,174,11,18,26,10,33,19,11,0,16,30,0,0,87,5,18,0,9,13,8,0,0,18,11,0,5,204,65.4,159.6,71,500,
588,1400000US40027200500,"Census Tract 2005, Cleveland County, Oklahoma",0,0,0,22,0,17,0,0,22,7,0,63,129,9,0,0,26,0,0,0,0,33,12,0,49,158,0,0,0,0,0,0,0,9,31,0,0,118,57,34.6,96.4,230,418,
610,1400000US40027200601,"Census Tract 2006.01, Cleveland County, Oklahoma",193,56,0,88,24,22,9,18,85,18,0,0,577,378,0,0,0,25,16,0,0,139,19,0,0,258,51,74,13,20,13,10,0,0,40,0,10,27,935,101.4,274.6,37,1348,
607,1400000US40027200602,"Census Tract 2006.02, Cleveland County, Oklahoma",48,12,69,36,0,0,0,0,15,55,35,22,222,131,0,30,18,0,0,12,0,0,22,0,9,26,0,0,0,0,0,0,11,0,6,9,0,0,344,25.1,104.9,66,540,
612,1400000US40027200700,"Census Tract 2007, Cleveland County, Oklahoma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,15,
642,1400000US40027200800,"Census Tract 2008, Cleveland County, Oklahoma",0,0,19,31,24,52,0,32,197,122,0,191,549,0,50,26,60,45,51,23,25,27,88,74,80,628,0,25,0,29,50,48,0,0,198,40,59,179,359,273.2,629.8,583,1845,
589,1400000US40027200900,"Census Tract 2009, Cleveland County, Oklahoma",0,0,0,6,0,18,0,8,28,6,5,58,365,6,0,0,50,0,0,0,0,72,124,11,102,287,7,17,0,32,40,0,0,0,111,7,21,52,158,47.1,326.9,249,781,
618,1400000US40027201000,"Census Tract 2010, Cleveland County, Oklahoma",0,34,0,0,108,15,8,0,104,49,0,0,185,0,0,0,0,37,0,30,0,27,34,57,0,350,29,0,0,0,32,0,15,22,193,0,0,59,240,122.4,374.6,116,853,
646,1400000US40027201101,"Census Tract 2011.01, Cleveland County, Oklahoma",113,16,0,0,17,0,0,26,31,127,0,92,282,81,0,0,54,0,16,0,0,18,13,15,85,256,0,0,0,0,0,44,0,18,84,42,52,16,281,117.3,301.7,260,960,
590,1400000US40027201102,"Census Tract 2011.02, Cleveland County, Oklahoma",0,0,10,0,0,0,0,0,28,39,0,0,109,0,26,24,0,0,0,0,0,43,9,7,0,127,0,0,16,0,0,0,0,0,39,10,25,37,76,11,157,69,313,
619,1400000US40027201201,"Census Tract 2012.01, Cleveland County, Oklahoma",6,0,0,0,0,0,0,0,33,0,2,0,11,11,0,0,0,0,0,0,0,0,0,0,0,38,6,0,0,27,0,0,0,0,0,5,0,0,50,3.3,34.7,2,90,
593,1400000US40027201202,"Census Tract 2012.02, Cleveland County, Oklahoma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
594,1400000US40027201203,"Census Tract 2012.03, Cleveland County, Oklahoma",80,0,0,0,0,0,0,0,74,47,40,74,433,0,23,19,0,0,0,35,0,246,0,59,51,255,0,65,18,0,25,0,0,0,65,21,61,0,230,73.5,414.5,285,1003,
643,1400000US40027201301,"Census Tract 2013.01, Cleveland County, Oklahoma",52,0,0,35,64,19,0,166,19,35,0,78,309,76,0,0,0,27,94,0,0,76,0,0,36,516,209,0,0,0,0,8,0,21,234,0,0,44,463,340.9,331.1,158,1293,
644,1400000US40027201403,"Census Tract 2014.03, Cleveland County, Oklahoma",102,7,0,86,0,2,0,0,17,195,56,68,442,41,4,0,37,22,0,0,0,144,69,104,21,440,52,2,22,0,0,3,12,0,117,87,107,38,375,44.8,601.2,394,1415,
402,1400000US40027201404,"Census Tract 2014.04, Cleveland County, Oklahoma",47,0,16,0,0,8,43,0,10,12,0,41,268,18,0,0,0,15,9,21,0,48,0,122,35,167,17,0,0,0,0,0,0,0,0,0,27,123,113,86.8,64.2,348,612,
403,1400000US40027201405,"Census Tract 2014.05, Cleveland County, Oklahoma",0,0,0,0,0,63,0,0,30,204,70,71,311,0,0,50,0,0,52,0,0,48,71,56,34,365,0,0,0,0,12,31,0,0,93,87,69,73,62,163.1,515.9,373,1114,
613,1400000US40027201505,"Census Tract 2015.05, Cleveland County, Oklahoma",0,0,0,15,0,55,0,0,98,63,0,117,247,17,0,0,15,0,12,0,0,15,0,30,158,669,0,110,0,15,0,38,0,0,104,12,64,326,172,126.7,270.3,695,1264,
595,1400000US40027201507,"Census Tract 2015.07, Cleveland County, Oklahoma",74,0,12,0,0,28,17,36,45,15,45,104,389,0,17,0,0,0,0,38,49,88,72,0,125,357,0,36,0,27,0,0,0,9,48,98,0,139,166,195.1,347.9,413,1122,
603,1400000US40027201508,"Census Tract 2015.08, Cleveland County, Oklahoma",0,6,21,40,0,6,0,0,78,0,26,40,276,8,0,21,41,0,78,27,7,16,12,39,27,264,16,0,0,68,0,4,19,0,121,14,14,8,221,162.5,219.5,154,757,
404,1400000US40027201509,"Census Tract 2015.09, Cleveland County, Oklahoma",0,0,0,0,0,4,2,2,33,59,12,45,204,0,0,0,0,0,5,15,2,33,33,55,61,213,0,0,0,8,0,0,3,4,43,49,37,69,8,47.9,239.1,279,574,
405,1400000US40027201510,"Census Tract 2015.10, Cleveland County, Oklahoma",0,0,0,15,0,0,0,0,110,118,48,257,788,0,0,0,148,27,0,37,0,120,106,0,350,879,0,0,0,0,0,0,53,49,16,133,48,580,190,163.6,578.4,1283,2215,
645,1400000US40027201602,"Census Tract 2016.02, Cleveland County, Oklahoma",0,10,0,12,24,46,0,0,16,29,9,0,456,51,0,0,25,60,16,34,0,201,69,0,0,280,0,0,0,17,13,17,0,17,141,26,36,13,212,165.8,446.2,58,882,
604,1400000US40027201603,"Census Tract 2016.03, Cleveland County, Oklahoma",37,0,31,36,10,15,7,0,246,41,26,0,406,25,0,0,13,22,29,15,0,230,57,15,0,295,38,0,0,29,0,0,0,0,194,28,6,0,241,133,729,47,1150,
614,1400000US40027201604,"Census Tract 2016.04, Cleveland County, Oklahoma",0,0,114,33,0,21,19,10,60,83,27,59,276,0,0,19,17,11,30,6,21,121,35,6,10,239,0,0,28,0,23,0,13,0,32,69,28,46,245,141.3,378.7,176,941,
406,1400000US40027201607,"Census Tract 2016.07, Cleveland County, Oklahoma",0,0,0,7,19,20,0,43,99,196,64,101,403,0,0,11,0,10,73,0,11,80,60,35,123,538,0,0,0,0,0,20,0,46,104,120,136,112,47,241.3,630.7,571,1490,
407,1400000US40027201609,"Census Tract 2016.09, Cleveland County, Oklahoma",0,0,0,0,19,0,0,7,20,38,23,109,371,0,0,0,0,34,0,0,7,40,80,57,153,435,0,0,0,64,44,9,0,10,33,57,21,197,161,42.3,258.7,560,1022,
408,1400000US40027201610,"Census Tract 2016.10, Cleveland County, Oklahoma",71,0,0,0,0,0,15,0,24,53,65,124,430,103,9,0,0,0,0,50,0,36,55,29,148,359,15,0,0,0,0,0,0,0,124,79,17,124,198,83.4,352.6,507,1141,
409,1400000US40027201611,"Census Tract 2016.11, Cleveland County, Oklahoma",0,0,0,0,2,0,0,12,58,26,19,13,145,0,0,0,0,2,0,0,14,46,22,44,17,218,10,15,0,0,2,0,0,29,17,30,39,76,31,67.1,186.9,208,493,
410,1400000US40027201612,"Census Tract 2016.12, Cleveland County, Oklahoma",41,0,0,0,26,0,0,0,0,46,65,49,362,47,0,21,0,122,0,0,0,31,18,0,123,488,61,0,40,0,84,0,0,0,122,119,0,62,442,15.3,320.7,299,1077,
637,1400000US40027201700,"Census Tract 2017, Cleveland County, Oklahoma",0,0,5,12,0,9,0,0,47,36,131,61,356,30,0,0,7,0,49,0,16,20,25,32,177,376,5,0,0,0,0,16,0,11,62,27,21,234,59,113.9,204.1,656,1033,
647,1400000US40027201801,"Census Tract 2018.01, Cleveland County, Oklahoma",0,0,0,0,0,33,0,0,16,32,51,48,262,0,0,0,0,0,0,0,6,60,61,58,77,202,0,0,0,0,0,0,0,13,33,53,0,103,0,62.9,244.1,337,644,
596,1400000US40027201802,"Census Tract 2018.02, Cleveland County, Oklahoma",0,0,0,0,0,0,0,0,45,11,0,21,200,0,0,10,0,0,0,0,0,123,13,12,42,256,0,0,0,0,0,0,0,0,160,39,29,28,10,32.8,358.2,132,533,
597,1400000US40027201902,"Census Tract 2019.02, Cleveland County, Oklahoma",102,0,0,0,25,61,0,0,30,8,34,8,402,69,22,72,0,69,9,0,0,63,81,9,8,308,46,0,29,0,18,19,0,10,82,10,20,74,452,116.5,256.5,153,978,
591,1400000US40027201903,"Census Tract 2019.03, Cleveland County, Oklahoma",0,0,0,0,65,0,0,0,112,0,0,14,150,20,0,0,0,14,0,0,0,60,0,0,56,407,41,0,28,0,0,0,0,34,174,20,66,44,168,68.6,331.4,180,748,
605,1400000US40027201904,"Census Tract 2019.04, Cleveland County, Oklahoma",31,15,0,0,103,30,11,0,22,34,107,10,414,7,0,4,12,38,65,11,0,138,66,47,26,584,0,0,4,7,39,34,12,0,209,135,86,58,260,199.9,567.1,334,1361,
606,1400000US40027202002,"Census Tract 2020.02, Cleveland County, Oklahoma",0,14,0,0,33,0,0,0,198,0,6,0,156,19,0,0,0,41,0,0,0,82,14,0,0,211,0,0,0,0,41,0,0,0,59,55,0,56,148,33.9,374.1,62,618,
608,1400000US40027202004,"Census Tract 2020.04, Cleveland County, Oklahoma",0,12,41,40,14,26,0,0,37,160,10,8,343,5,0,0,42,27,18,41,9,135,46,20,0,206,0,0,0,46,6,28,0,0,41,28,19,38,233,143.3,425.7,95,897,
638,1400000US40027202005,"Census Tract 2020.05, Cleveland County, Oklahoma",77,25,66,0,36,62,0,101,138,125,0,82,595,35,32,39,140,0,11,43,82,194,0,19,0,464,0,0,105,31,0,0,36,209,65,18,0,0,586,583.7,500.3,101,1771,
620,1400000US40027202006,"Census Tract 2020.06, Cleveland County, Oklahoma",0,0,0,25,138,0,33,0,72,15,0,12,139,0,0,0,0,20,40,0,0,40,5,29,5,179,0,0,0,0,0,0,0,0,139,0,20,20,183,98.1,245.9,86,613,
411,1400000US40027202007,"Census Tract 2020.07, Cleveland County, Oklahoma",21,17,0,44,115,10,0,30,88,25,35,26,552,42,8,0,50,51,24,0,31,229,60,24,33,338,0,0,21,65,66,24,0,0,122,21,19,0,500,162.9,501.1,137,1301,
412,1400000US40027202008,"Census Tract 2020.08, Cleveland County, Oklahoma",0,0,0,0,0,0,0,10,30,6,8,52,371,0,27,0,39,14,19,0,10,120,50,21,71,422,10,38,0,8,30,44,0,9,106,86,9,82,166,117.6,372.4,243,899,
599,1400000US40027202102,"Census Tract 2021.02, Cleveland County, Oklahoma",12,19,0,0,44,25,12,0,12,17,8,0,261,0,45,0,12,77,13,36,0,26,31,21,0,230,19,25,13,26,24,39,28,0,20,30,6,0,316,158.8,130.2,35,640,
600,1400000US40027202104,"Census Tract 2021.04, Cleveland County, Oklahoma",0,7,0,17,0,4,30,0,25,76,42,0,127,0,0,0,0,0,7,0,0,47,41,25,7,164,13,0,0,7,0,13,0,0,60,32,16,23,44,67.2,267.8,113,492,
636,1400000US40027202105,"Census Tract 2021.05, Cleveland County, Oklahoma",24,11,0,0,0,41,23,8,134,117,48,5,577,12,132,0,0,0,48,19,74,115,137,40,0,237,0,0,0,0,0,47,6,44,22,78,34,6,179,337.1,575.9,133,1225,
413,1400000US40027202106,"Census Tract 2021.06, Cleveland County, Oklahoma",0,0,0,0,0,16,38,30,109,105,30,15,250,0,0,0,0,0,24,38,40,117,4,17,10,866,0,0,0,0,45,32,90,0,163,252,30,254,45,346.9,711.1,356,1459,
414,1400000US40027202107,"Census Tract 2021.07, Cleveland County, Oklahoma",0,0,0,0,0,0,8,0,27,79,117,135,243,0,0,0,0,22,0,16,0,9,31,64,101,356,18,0,0,0,11,71,0,11,26,22,58,139,51,112.2,187.8,614,965,
415,1400000US40027202201,"Census Tract 2022.01, Cleveland County, Oklahoma",0,0,0,107,0,0,0,13,71,45,47,41,393,10,0,0,14,32,0,0,25,94,47,8,163,366,5,0,0,0,17,0,0,14,115,12,45,158,185,80,356,462,1083,
416,1400000US40027202203,"Census Tract 2022.03, Cleveland County, Oklahoma",0,0,0,0,63,0,0,37,269,118,31,148,624,0,0,0,23,54,12,25,89,183,55,22,161,311,0,0,0,0,30,11,0,0,105,69,0,96,170,229.7,743.3,458,1601,
417,1400000US40027202205,"Census Tract 2022.05, Cleveland County, Oklahoma",32,0,15,0,0,0,0,50,216,65,157,52,600,35,0,0,28,24,0,0,50,44,270,78,71,595,66,0,0,14,0,0,0,0,53,192,101,169,214,131.3,808.7,628,1782,
418,1400000US40027202206,"Census Tract 2022.06, Cleveland County, Oklahoma",12,0,22,0,15,12,0,15,52,49,25,30,260,0,30,10,31,0,0,0,17,27,32,33,80,263,8,0,0,20,0,0,0,16,38,74,15,92,148,71.7,260.3,275,755,
639,1400000US40027202301,"Census Tract 2023.01, Cleveland County, Oklahoma",0,0,8,0,0,0,0,0,31,97,84,58,505,5,15,28,0,0,0,56,0,45,155,31,170,581,44,15,4,0,0,3,57,0,71,158,63,166,119,130.7,542.3,572,1364,
598,1400000US40027202302,"Census Tract 2023.02, Cleveland County, Oklahoma",0,24,0,72,0,48,0,0,72,96,52,30,444,28,0,0,8,0,131,17,0,137,56,0,67,331,29,0,0,0,31,10,39,0,91,75,19,37,192,275,497,205,1169,
640,1400000US40027202402,"Census Tract 2024.02, Cleveland County, Oklahoma",21,43,90,58,11,51,0,0,73,50,0,32,641,24,70,92,47,49,0,0,18,204,68,0,69,439,0,11,75,25,61,0,12,18,149,27,0,61,677,141.6,528.4,162,1509,
601,1400000US40027202403,"Census Tract 2024.03, Cleveland County, Oklahoma",18,0,15,0,0,0,0,0,39,11,58,70,321,0,0,0,0,35,3,0,0,89,14,74,106,550,62,0,15,0,38,33,0,13,19,84,97,189,183,63.7,241.3,594,1082,
609,1400000US40027202404,"Census Tract 2024.04, Cleveland County, Oklahoma",5,21,8,21,16,31,0,0,115,57,9,13,393,0,41,0,38,8,34,10,31,135,39,27,30,452,16,25,17,45,28,52,10,0,79,61,62,57,289,200.9,453.1,198,1141,
587,1400000US40027202405,"Census Tract 2024.05, Cleveland County, Oklahoma",30,21,0,10,48,0,1,10,39,29,37,0,350,54,0,0,51,39,27,13,0,69,67,9,21,284,27,26,24,21,24,23,19,21,45,24,0,30,375,129.3,257.7,97,859,
641,1400000US40027202500,"Census Tract 2025, Cleveland County, Oklahoma",73,29,0,0,65,0,0,0,337,103,35,0,661,75,38,0,0,44,0,58,54,140,197,10,45,676,22,33,0,172,0,0,0,36,128,106,90,89,551,208.5,950.5,269,1979,
602,1400000US40027202600,"Census Tract 2026, Cleveland County, Oklahoma",19,3,0,11,51,80,0,0,47,0,0,0,290,18,7,0,23,60,49,7,6,78,23,6,13,258,5,0,5,33,44,33,14,6,38,30,36,14,279,211.3,199.7,69,759,
419,1400000US40029388100,"Census Tract 3881, Coal County, Oklahoma",44,42,24,4,2,8,14,11,49,41,1,18,226,29,27,41,22,11,2,8,0,46,30,4,6,292,48,40,8,19,2,17,0,6,87,33,6,26,363,84.2,267.8,61,776,
420,1400000US40029388200,"Census Tract 3882, Coal County, Oklahoma",25,0,30,11,2,0,19,0,37,30,3,10,180,19,7,22,21,26,5,11,0,27,12,0,30,214,13,16,2,14,8,1,12,0,54,66,7,21,216,59.8,214.2,71,561,
658,1400000US40031000100,"Census Tract 1, Comanche County, Oklahoma",43,32,57,40,22,44,0,0,72,0,0,0,172,45,48,5,0,0,18,0,0,56,0,0,0,124,12,1,0,4,0,16,0,0,80,11,0,0,309,98.8,198.2,0,606,
668,1400000US40031001000,"Census Tract 10, Comanche County, Oklahoma",16,23,20,0,6,28,0,0,7,7,0,8,145,19,0,4,0,14,88,0,0,8,4,0,8,162,5,0,49,0,21,26,8,0,25,17,4,7,177,154,64,27,422,
655,1400000US40031001100,"Census Tract 11, Comanche County, Oklahoma",28,23,50,0,29,0,0,0,27,11,6,0,117,22,43,17,4,18,4,0,0,0,5,4,0,127,23,18,18,23,0,13,0,5,16,11,0,0,316,26.3,65.7,10,418,
661,1400000US40031001400,"Census Tract 14, Comanche County, Oklahoma",11,0,0,0,0,0,0,0,72,0,0,0,32,6,0,0,0,8,0,0,0,7,0,11,0,12,0,0,0,0,12,0,0,0,0,0,0,0,37,7.9,71.1,11,127,
524,1400000US40031001500,"Census Tract 15, Comanche County, Oklahoma",51,12,0,0,64,48,0,0,14,18,0,0,184,15,0,0,15,88,13,0,42,0,11,0,0,120,12,12,0,0,37,0,0,0,39,20,0,0,306,108.3,96.7,0,511,
656,1400000US40031001600,"Census Tract 16, Comanche County, Oklahoma",76,8,9,0,31,0,0,0,64,20,0,0,293,34,107,21,26,32,0,0,0,37,36,0,0,201,48,50,35,22,41,0,0,0,5,0,0,0,540,10.6,151.4,0,702,
669,1400000US40031001700,"Census Tract 17, Comanche County, Oklahoma",57,1,0,41,12,0,0,29,0,0,21,0,116,18,20,7,44,8,0,0,0,13,0,0,6,108,9,4,65,6,5,0,0,0,6,0,0,13,297,30.9,17.1,40,385,
523,1400000US40031001901,"Census Tract 19.01, Comanche County, Oklahoma",7,0,0,0,36,16,10,11,12,18,8,0,109,26,0,0,7,0,18,20,0,30,3,0,5,89,14,0,0,31,5,32,0,0,7,0,0,0,126,111.9,65.1,13,316,
