,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
1076,1400000US24031705701,"Census Tract 7057.01, Montgomery County, Maryland",0,0,0,0,3,0,0,0,0,10,15,260,499,0,0,0,0,8,0,0,0,0,45,22,424,507,0,0,11,0,0,0,8,0,0,52,40,396,14.3,39.24,83.46,1157,1294,
1079,1400000US24031705702,"Census Tract 7057.02, Montgomery County, Maryland",0,0,0,0,0,0,0,0,16,0,20,265,471,0,0,0,0,0,0,0,0,64,0,0,407,429,0,0,0,0,0,11,0,0,10,0,12,396,0,101,0,1100,1201,
1080,1400000US24031705800,"Census Tract 7058, Montgomery County, Maryland",0,0,0,0,0,0,0,0,0,0,0,239,467,0,0,0,0,0,0,0,0,0,2,0,465,892,6,0,0,0,0,0,0,0,3,2,49,832,6,3.88,3.12,1585,1598,
701,1400000US24031705901,"Census Tract 7059.01, Montgomery County, Maryland",18,0,0,0,0,0,0,0,0,0,0,259,317,20,0,0,0,0,0,0,0,0,25,0,272,440,0,0,0,0,0,0,0,0,10,7,0,423,38,17.04,24.96,954,1034,
468,1400000US24031705902,"Census Tract 7059.02, Montgomery County, Maryland",0,0,0,0,0,27,5,0,0,0,21,130,390,22,0,0,0,24,12,5,0,16,38,0,273,331,20,0,0,0,8,0,0,0,0,23,0,280,51.6,100.82,47.58,704,904,
1081,1400000US24031705903,"Census Tract 7059.03, Montgomery County, Maryland",0,0,0,0,0,0,0,0,11,0,25,192,318,0,0,0,0,0,0,0,0,20,29,0,269,571,0,0,0,0,0,0,0,0,0,0,0,571,0,37.38,22.62,1057,1117,
1077,1400000US24031706005,"Census Tract 7060.05, Montgomery County, Maryland",0,0,0,0,0,27,0,0,0,0,41,193,376,0,0,0,0,0,26,0,0,12,20,41,277,430,0,0,0,0,0,0,0,0,10,39,21,360,0,87.98,46.02,933,1067,
469,1400000US24031706007,"Census Tract 7060.07, Montgomery County, Maryland",15,0,0,0,0,0,0,0,0,0,0,306,653,19,0,0,13,0,0,0,0,24,9,0,588,754,19,0,0,26,0,0,0,0,0,64,41,604,92,40.06,56.94,1539,1728,
747,1400000US24031706008,"Census Tract 7060.08, Montgomery County, Maryland",0,0,0,0,0,0,0,0,22,0,7,142,400,0,7,0,0,0,0,0,0,21,0,40,332,729,0,58,0,0,11,0,0,0,38,0,49,573,68.3,88.7,0,1143,1300,
470,1400000US24031706009,"Census Tract 7060.09, Montgomery County, Maryland",0,11,13,0,0,0,0,0,0,0,47,166,426,0,20,13,0,0,14,0,6,0,7,21,345,635,15,14,48,0,0,13,0,5,73,9,8,450,134,114.52,12.48,1037,1298,
312,1400000US24031706010,"Census Tract 7060.10, Montgomery County, Maryland",0,0,0,8,0,0,0,0,12,30,0,153,256,0,0,0,7,0,21,0,0,12,10,44,162,309,0,0,0,0,0,21,0,0,0,14,75,199,15,77.88,42.12,633,768,
313,1400000US24031706011,"Census Tract 7060.11, Montgomery County, Maryland",11,0,0,0,0,0,0,0,0,27,15,194,476,10,0,0,0,0,0,13,0,0,78,23,352,473,0,0,0,0,0,0,5,0,0,20,7,441,21,45.5,97.5,1032,1196,
314,1400000US24031706012,"Census Tract 7060.12, Montgomery County, Maryland",14,8,26,33,0,0,0,0,113,10,0,110,233,0,10,0,43,0,0,0,0,14,58,0,108,75,0,0,0,12,0,0,0,0,12,16,0,35,146,157.48,65.52,253,622,
315,1400000US24031706013,"Census Tract 7060.13, Montgomery County, Maryland",0,0,0,0,0,0,0,0,0,8,0,119,341,12,0,0,0,0,0,0,0,0,7,0,322,313,6,0,0,0,0,0,0,0,0,0,29,278,18,3.3,11.7,748,781,
664,1400000US24033800102,"Census Tract 8001.02, Prince George's County, Maryland",0,0,0,0,0,0,0,54,18,12,0,38,60,0,0,0,0,0,0,0,0,0,0,27,33,137,0,11,0,26,0,30,0,23,0,47,0,0,37,137.98,46.02,98,319,
354,1400000US24033800103,"Census Tract 8001.03, Prince George's County, Maryland",43,0,17,0,42,0,0,0,17,93,27,49,155,0,0,18,0,66,14,21,0,11,21,0,4,159,14,0,36,4,10,0,11,0,29,0,36,19,167.4,210.68,88.92,135,602,
356,1400000US24033800105,"Census Tract 8001.05, Prince George's County, Maryland",0,0,32,18,10,27,0,0,73,106,27,53,284,19,0,0,36,10,0,0,0,108,16,33,62,306,41,12,0,0,25,35,0,0,55,37,56,45,171.5,364.48,124.02,276,936,
13,1400000US24033800106,"Census Tract 8001.06, Prince George's County, Maryland",19,10,20,0,21,0,0,0,93,50,37,39,134,18,0,19,0,0,0,0,0,28,10,19,40,233,73,0,9,0,0,17,0,0,28,0,40,66,174.3,193.9,46.8,241,656,
316,1400000US24033800108,"Census Tract 8001.08, Prince George's County, Maryland",22,0,0,0,0,0,0,17,0,35,88,29,301,2,0,10,12,61,0,0,26,7,72,57,54,179,0,0,82,0,30,13,0,12,0,0,29,13,155.3,162.24,83.46,270,671,
317,1400000US24033800109,"Census Tract 8001.09, Prince George's County, Maryland",68,0,48,27,219,62,0,0,66,106,19,26,299,0,0,0,0,125,21,0,0,38,0,33,82,205,0,0,0,17,49,0,0,0,91,12,0,36,277.9,579.06,92.04,196,1145,
175,1400000US24033800203,"Census Tract 8002.03, Prince George's County, Maryland",0,0,0,0,0,0,0,8,21,55,154,119,272,40,0,0,0,0,0,0,13,35,41,46,97,300,73,0,0,0,0,0,0,0,38,45,66,78,113,146.02,109.98,560,929,
357,1400000US24033800206,"Census Tract 8002.06, Prince George's County, Maryland",10,0,0,10,0,32,31,0,85,56,10,118,301,9,0,0,0,0,9,0,0,51,57,78,97,283,6,0,0,0,0,33,6,0,84,29,41,84,35,362.24,110.76,428,936,
74,1400000US24033800208,"Census Tract 8002.08, Prince George's County, Maryland",0,0,131,71,0,14,0,103,15,146,158,202,676,38,0,0,60,0,28,0,95,33,36,113,273,709,0,0,0,0,15,0,0,0,94,31,121,448,304.5,439.36,166.14,1315,2225,
176,1400000US24033800209,"Census Tract 8002.09, Prince George's County, Maryland",100,36,0,0,0,0,6,0,163,19,56,29,332,99,33,61,0,10,0,12,0,13,0,104,0,354,9,0,0,0,34,23,43,0,73,22,150,0,351.2,372.82,31.98,339,1095,
358,1400000US24033800210,"Census Tract 8002.10, Prince George's County, Maryland",78,0,0,137,52,40,0,53,86,4,65,73,180,23,0,0,0,44,0,0,10,93,10,0,0,81,0,0,0,0,15,0,0,0,46,3,9,8,271.3,409.44,13.26,155,849,
340,1400000US24033800211,"Census Tract 8002.11, Prince George's County, Maryland",0,0,0,53,0,0,0,64,43,79,15,72,290,0,0,0,15,0,24,0,0,111,66,13,61,342,10,0,0,14,0,0,0,0,31,240,0,47,92,357.7,300.3,208,958,
319,1400000US24033800212,"Census Tract 8002.12, Prince George's County, Maryland",18,0,0,0,0,0,0,0,0,38,43,258,237,0,0,31,0,0,12,0,0,12,11,60,111,338,0,0,100,0,0,9,0,0,25,21,115,68,149,73.4,54.6,655,932,
320,1400000US24033800213,"Census Tract 8002.13, Prince George's County, Maryland",0,0,13,0,30,28,0,53,94,47,22,115,387,0,0,37,0,54,6,25,0,70,62,55,78,315,10,0,0,0,10,4,0,0,32,62,49,148,88.2,415.42,133.38,467,1104,
321,1400000US24033800214,"Census Tract 8002.14, Prince George's County, Maryland",0,0,0,0,0,0,0,0,11,68,62,7,200,0,0,0,36,0,23,0,0,43,0,76,22,121,0,0,0,0,0,0,0,0,0,76,0,45,36,108.68,112.32,212,469,
318,1400000US24033800215,"Census Tract 8002.15, Prince George's County, Maryland",23,0,0,0,0,0,0,0,33,31,51,12,321,9,0,0,0,0,0,89,0,34,17,0,172,155,0,0,0,0,0,0,45,0,18,24,39,29,32,234.84,56.16,303,626,
34,1400000US24033800401,"Census Tract 8004.01, Prince George's County, Maryland",0,0,0,0,0,0,0,7,19,21,4,64,179,0,0,0,0,0,0,0,0,18,50,15,96,220,0,0,0,0,52,0,0,6,14,38,23,87,15.6,124.38,85.02,289,514,
75,1400000US24033800402,"Census Tract 8004.02, Prince George's County, Maryland",0,0,0,0,23,22,10,0,72,42,151,89,309,0,0,0,19,0,0,17,0,37,22,97,117,317,20,0,0,0,0,0,8,0,20,57,109,103,45.9,228.72,94.38,666,1035,
1173,1400000US24033800403,"Census Tract 8004.03, Prince George's County, Maryland",11,0,0,0,0,12,0,0,9,0,119,139,253,0,0,0,0,0,11,0,0,51,11,79,101,208,0,0,0,0,21,11,0,0,47,3,29,97,17.3,158.78,10.92,564,751,
1172,1400000US24033800408,"Census Tract 8004.08, Prince George's County, Maryland",0,0,0,0,169,0,0,0,0,0,183,111,613,18,0,0,0,72,22,0,0,0,72,117,312,646,0,0,24,0,47,65,0,0,0,42,144,324,128.4,313.68,88.92,1191,1722,
341,1400000US24033800409,"Census Tract 8004.09, Prince George's County, Maryland",0,0,0,0,0,0,0,28,40,0,76,321,105,0,0,0,0,21,0,0,0,0,0,0,84,473,0,0,0,0,40,0,67,69,41,0,0,256,18.3,287.7,0,737,1043,
322,1400000US24033800410,"Census Tract 8004.10, Prince George's County, Maryland",12,0,0,20,0,0,0,0,35,100,52,159,528,22,0,0,18,0,46,0,32,56,100,30,224,398,10,0,0,0,20,65,0,15,44,15,47,182,88,354.3,167.7,694,1304,
323,1400000US24033800411,"Census Tract 8004.11, Prince George's County, Maryland",0,0,0,38,0,0,0,0,49,19,24,131,233,0,0,0,36,0,0,0,0,16,15,80,86,336,22,0,0,8,0,0,0,0,0,0,62,244,104,72.48,26.52,627,830,
324,1400000US24033800412,"Census Tract 8004.12, Prince George's County, Maryland",0,0,0,127,0,0,0,13,41,64,0,20,391,0,0,0,111,30,0,15,24,60,82,22,47,297,0,0,0,40,15,0,0,0,134,72,0,36,291.5,366.46,170.04,125,953,
1306,1400000US24033800413,"Census Tract 8004.13, Prince George's County, Maryland",0,0,42,14,27,0,0,60,78,66,10,34,405,0,0,37,24,25,9,0,0,156,100,0,54,341,33,0,36,0,0,39,0,63,92,48,19,11,201.6,580.48,166.92,128,1077,
359,1400000US24033800504,"Census Tract 8005.04, Prince George's County, Maryland",0,0,14,0,17,0,0,33,16,63,53,8,417,0,0,16,10,51,0,0,31,71,25,61,152,352,9,0,0,0,17,0,0,63,35,19,55,154,74.5,332.04,83.46,483,973,
35,1400000US24033800505,"Census Tract 8005.05, Prince George's County, Maryland",0,0,0,0,0,14,0,5,24,19,31,96,148,0,0,0,2,0,6,0,4,40,27,26,43,169,7,0,7,0,0,0,0,0,31,0,22,102,16,134.12,35.88,320,506,
1158,1400000US24033800507,"Census Tract 8005.07, Prince George's County, Maryland",0,0,0,0,0,0,0,0,0,56,0,79,237,0,0,0,0,0,0,0,0,0,48,14,175,206,0,0,0,0,0,0,25,0,0,0,21,160,0,47.88,81.12,449,578,
665,1400000US24033800509,"Census Tract 8005.09, Prince George's County, Maryland",15,0,0,0,0,14,0,0,16,113,14,283,490,0,0,0,0,37,0,0,0,70,196,0,187,748,21,0,0,0,46,12,0,0,0,123,153,393,60.9,265.14,336.96,1030,1693,
177,1400000US24033800511,"Census Tract 8005.11, Prince George's County, Maryland",14,0,0,0,0,7,0,0,93,25,45,155,227,0,0,13,0,0,47,32,13,25,67,23,7,475,0,0,0,0,75,41,41,21,133,57,0,107,49.5,538.28,116.22,337,1041,
1307,1400000US24033800513,"Census Tract 8005.13, Prince George's County, Maryland",0,0,0,0,0,0,0,0,29,111,101,136,473,0,0,0,0,0,0,0,0,13,135,71,254,582,0,0,0,0,0,27,0,0,26,184,41,304,0,189.6,335.4,907,1432,
1308,1400000US24033800514,"Census Tract 8005.14, Prince George's County, Maryland",0,0,0,0,0,14,15,0,7,59,66,538,555,0,0,0,0,0,0,0,0,0,58,17,480,357,10,0,10,0,0,0,14,0,24,57,8,234,20,112.28,135.72,1343,1611,
1309,1400000US24033800515,"Census Tract 8005.15, Prince George's County, Maryland",0,10,0,0,0,9,0,0,84,87,102,106,347,0,0,0,0,0,0,0,61,60,79,123,24,226,7,0,22,26,9,0,0,10,0,31,18,103,67.7,273.64,153.66,476,971,
1310,1400000US24033800516,"Census Tract 8005.16, Prince George's County, Maryland",0,0,0,0,0,15,0,0,14,26,63,124,273,22,0,0,0,0,0,0,0,119,81,0,51,344,0,0,0,0,0,0,13,10,148,20,28,125,22,346.94,99.06,391,859,
1311,1400000US24033800517,"Census Tract 8005.17, Prince George's County, Maryland",0,0,0,0,0,0,0,0,100,66,36,91,332,0,0,0,24,0,0,0,0,27,51,50,180,373,0,0,0,11,0,7,0,0,19,16,23,297,35,182.26,103.74,677,998,
1312,1400000US24033800518,"Census Tract 8005.18, Prince George's County, Maryland",0,0,0,0,0,35,0,13,35,0,0,121,402,0,0,27,0,0,32,0,11,0,27,0,305,348,0,0,16,0,0,0,0,11,69,54,0,198,43,223.82,63.18,624,954,
1313,1400000US24033800519,"Census Tract 8005.19, Prince George's County, Maryland",0,0,0,0,0,0,0,0,75,29,7,103,335,0,0,0,0,0,0,0,0,89,40,45,161,445,9,0,0,34,0,0,0,0,57,58,8,279,43,248.94,99.06,603,994,
1314,1400000US24033800520,"Census Tract 8005.20, Prince George's County, Maryland",0,0,0,0,0,0,0,0,19,24,29,36,118,9,0,0,0,0,0,0,0,58,6,14,31,123,4,0,0,7,0,0,0,0,59,0,16,37,20,142.6,23.4,163,349,
122,1400000US24033800601,"Census Tract 8006.01, Prince George's County, Maryland",0,0,0,15,0,0,7,0,18,6,9,50,120,0,0,0,7,0,0,7,0,8,21,41,36,65,0,0,0,0,0,15,0,0,6,10,4,30,22,69.14,28.86,170,290,
36,1400000US24033800604,"Census Tract 8006.04, Prince George's County, Maryland",0,20,0,0,0,0,13,11,7,10,12,6,110,0,17,27,0,0,0,0,0,17,5,37,7,131,0,0,6,0,0,0,0,0,19,22,48,36,70,75.14,28.86,146,320,
342,1400000US24033800605,"Census Tract 8006.05, Prince George's County, Maryland",0,0,0,0,54,3,2,0,68,25,11,64,312,0,0,0,0,23,8,1,0,0,72,70,138,285,4,2,0,0,46,0,2,0,55,49,45,82,42.9,257.22,113.88,410,824,
1174,1400000US24033800606,"Census Tract 8006.06, Prince George's County, Maryland",0,0,0,0,0,0,0,0,52,55,149,59,457,0,0,0,0,0,188,0,0,102,79,24,64,493,0,0,36,0,0,81,0,0,117,54,79,126,36,581.36,146.64,501,1265,
1315,1400000US24033800607,"Census Tract 8006.07, Prince George's County, Maryland",0,0,0,0,0,0,0,16,16,52,78,193,437,0,0,0,0,0,0,9,0,61,54,60,253,478,0,0,0,8,0,0,0,0,62,21,48,339,8,191.94,99.06,971,1270,
1316,1400000US24033800608,"Census Tract 8006.08, Prince George's County, Maryland",0,0,0,0,0,0,0,0,51,62,102,362,440,15,0,0,0,0,0,0,0,0,48,89,288,493,16,0,0,21,0,0,0,0,11,48,103,294,52,96.76,123.24,1238,1510,
37,1400000US24033800701,"Census Tract 8007.01, Prince George's County, Maryland",0,11,0,6,42,0,0,0,13,143,31,277,524,0,0,0,0,57,11,0,0,28,53,103,272,654,0,71,0,0,0,11,0,0,0,103,113,356,117.7,198.08,233.22,1152,1701,
1317,1400000US24033800704,"Census Tract 8007.04, Prince George's County, Maryland",19,0,0,0,0,0,37,0,117,0,122,68,402,37,29,12,0,0,0,0,0,124,0,153,47,577,127,12,0,0,0,23,28,93,140,0,53,101,236,562,0,544,1342,
1318,1400000US24033800705,"Census Tract 8007.05, Prince George's County, Maryland",0,0,0,17,0,0,0,24,28,0,11,89,290,0,11,0,0,0,0,0,0,8,0,44,227,393,4,0,0,0,0,0,0,22,19,65,79,204,32,115.3,50.7,654,852,
1319,1400000US24033800706,"Census Tract 8007.06, Prince George's County, Maryland",0,0,75,0,0,0,0,0,50,0,0,126,249,0,0,0,0,0,0,0,0,35,11,107,96,479,21,0,23,0,0,0,0,0,41,23,159,212,119,133.48,26.52,700,979,
1320,1400000US24033800707,"Census Tract 8007.07, Prince George's County, Maryland",0,0,0,0,20,0,0,0,0,0,17,32,103,0,0,0,0,6,0,0,0,32,10,35,20,157,7,0,0,0,0,0,0,0,37,26,17,70,14.8,95.12,28.08,191,329,
76,1400000US24033800800,"Census Tract 8008, Prince George's County, Maryland",9,0,0,0,0,0,22,0,18,7,7,85,100,0,0,8,0,0,0,17,0,0,8,6,61,148,0,0,8,21,0,0,17,0,0,18,15,69,46,81.26,25.74,243,396,
178,1400000US24033800900,"Census Tract 8009, Prince George's County, Maryland",11,0,0,3,8,0,0,0,0,11,21,37,59,0,0,0,9,4,0,0,0,0,24,0,22,73,0,0,0,0,3,0,0,0,25,3,26,16,27.5,43.86,29.64,122,223,
1321,1400000US24033801003,"Census Tract 8010.03, Prince George's County, Maryland",0,0,0,0,25,0,0,0,29,98,54,159,364,23,0,0,0,0,11,0,0,14,52,31,233,546,24,98,0,0,0,0,0,0,22,39,161,202,152.5,135.08,147.42,840,1275,
1322,1400000US24033801004,"Census Tract 8010.04, Prince George's County, Maryland",0,0,0,0,0,11,0,0,11,56,0,192,425,0,0,0,0,17,0,0,0,19,51,65,273,346,8,0,0,0,17,0,0,0,0,8,74,239,18.2,90.1,89.7,843,1041,
1323,1400000US24033801005,"Census Tract 8010.05, Prince George's County, Maryland",0,0,0,0,0,0,0,0,0,27,25,121,282,0,0,0,0,0,0,0,0,0,14,13,255,354,11,0,0,0,0,0,0,0,47,91,24,181,11,76.04,102.96,619,809,
1324,1400000US24033801006,"Census Tract 8010.06, Prince George's County, Maryland",17,0,0,0,0,0,0,0,0,18,21,92,245,7,0,0,54,30,0,0,0,13,33,26,82,217,17,0,0,0,0,0,0,0,21,69,20,90,104,81.4,93.6,331,610,
38,1400000US24033801104,"Census Tract 8011.04, Prince George's County, Maryland",15,0,9,16,58,21,5,24,124,181,82,68,415,14,0,25,26,22,18,5,11,99,71,29,95,114,14,0,0,27,6,0,5,0,30,0,13,19,171.8,457.64,196.56,306,1132,
659,1400000US24033801207,"Census Tract 8012.07, Prince George's County, Maryland",0,0,69,0,0,0,0,0,25,76,50,63,317,0,0,11,0,0,0,0,0,42,66,99,99,259,0,0,0,0,0,0,0,0,32,46,30,151,80,140.36,146.64,492,859,
1325,1400000US24033801208,"Census Tract 8012.08, Prince George's County, Maryland",0,0,0,0,0,0,12,0,67,130,40,138,318,0,0,0,0,0,0,0,0,87,50,59,122,317,9,0,0,0,0,0,0,0,11,63,67,167,9,230.46,189.54,593,1022,
1326,1400000US24033801209,"Census Tract 8012.09, Prince George's County, Maryland",0,0,6,0,0,27,0,0,118,58,0,107,378,0,0,0,0,31,0,0,0,62,123,40,122,392,10,0,10,3,29,0,0,0,27,169,16,128,47,353,273,413,1086,
1327,1400000US24033801210,"Census Tract 8012.10, Prince George's County, Maryland",0,52,0,0,0,0,0,34,80,11,8,106,312,0,0,15,24,67,0,0,29,109,9,17,42,296,9,0,5,0,17,0,20,58,55,73,26,33,130.2,464.26,72.54,232,899,
1328,1400000US24033801211,"Census Tract 8012.11, Prince George's County, Maryland",0,0,26,0,0,0,0,0,0,56,0,63,337,0,0,24,0,0,0,0,0,141,74,16,82,405,24,0,23,0,0,0,0,0,153,0,30,175,97,322.6,101.4,366,887,
1329,1400000US24033801212,"Census Tract 8012.12, Prince George's County, Maryland",0,0,0,0,0,0,0,0,50,0,6,113,154,0,0,0,0,0,0,0,0,13,52,5,84,156,0,0,0,0,0,4,0,0,23,0,33,96,0,101.44,40.56,337,479,
1330,1400000US24033801213,"Census Tract 8012.13, Prince George's County, Maryland",0,0,0,0,0,0,21,60,25,8,83,144,171,0,0,0,0,0,0,9,0,25,25,55,57,323,0,0,5,0,18,0,9,0,40,44,24,183,10.4,218.54,60.06,546,835,
1331,1400000US24033801214,"Census Tract 8012.14, Prince George's County, Maryland",35,9,0,39,0,95,0,0,50,19,47,20,309,0,10,0,69,0,0,0,0,37,75,32,86,316,20,0,0,0,0,19,0,0,18,39,33,187,182,248.26,103.74,405,939,
1332,1400000US24033801215,"Census Tract 8012.15, Prince George's County, Maryland",0,39,0,0,0,0,0,0,24,0,7,38,239,0,35,0,2,12,0,0,0,39,62,50,39,223,17,17,0,3,5,0,0,4,8,23,83,63,118.1,105.6,66.3,280,570,
1334,1400000US24033801216,"Census Tract 8012.16, Prince George's County, Maryland",0,0,0,0,0,0,34,0,122,49,36,80,132,0,0,0,0,0,0,0,0,10,79,20,23,339,0,0,0,0,0,0,0,0,53,124,93,69,0,274.44,196.56,321,792,
1335,1400000US24033801217,"Census Tract 8012.17, Prince George's County, Maryland",16,0,0,26,0,0,0,0,17,0,38,196,234,15,0,0,0,0,0,0,0,42,43,52,82,322,0,0,10,0,0,0,0,0,27,105,85,95,67,118.56,115.44,548,849,
179,1400000US24033801302,"Census Tract 8013.02, Prince George's County, Maryland",12,0,53,0,0,0,16,0,0,0,45,47,145,0,0,23,0,0,0,0,0,0,25,10,87,244,0,0,22,0,0,0,15,0,23,20,66,98,110,63.9,35.1,353,562,
39,1400000US24033801305,"Census Tract 8013.05, Prince George's County, Maryland",0,0,127,0,24,0,0,0,125,0,31,61,490,12,0,36,0,0,0,0,5,120,21,117,179,382,32,0,67,0,0,0,0,5,17,19,13,229,281.2,297.6,31.2,630,1240,
123,1400000US24033801307,"Census Tract 8013.07, Prince George's County, Maryland",0,0,8,0,0,0,0,0,0,0,29,85,191,0,0,0,0,0,0,0,0,0,20,0,171,230,56,0,8,0,0,0,27,0,27,6,18,88,72,59.72,20.28,391,543,
180,1400000US24033801308,"Census Tract 8013.08, Prince George's County, Maryland",0,13,0,0,38,37,0,0,9,59,0,58,202,0,6,0,0,0,38,0,0,15,36,10,97,146,11,0,0,0,0,36,0,0,0,22,31,46,41.4,187.34,91.26,242,562,
343,1400000US24033801309,"Census Tract 8013.09, Prince George's County, Maryland",0,0,0,12,0,0,0,0,23,7,7,155,145,0,0,0,10,0,0,0,0,0,46,14,75,341,0,0,0,70,0,0,0,0,21,78,15,157,92,72.82,102.18,423,690,
1336,1400000US24033801310,"Census Tract 8013.10, Prince George's County, Maryland",0,0,0,0,0,0,0,0,0,38,101,182,367,0,0,0,0,4,52,0,0,0,46,54,211,476,15,0,0,0,51,65,0,0,0,0,110,235,31.5,173.98,65.52,893,1164,
1333,1400000US24033801311,"Census Tract 8013.11, Prince George's County, Maryland",0,0,100,0,0,18,0,16,123,72,83,258,485,0,0,0,0,0,0,0,14,180,15,35,241,731,15,0,0,0,0,0,0,14,129,160,64,349,115,548.34,192.66,1030,1886,
1337,1400000US24033801312,"Census Tract 8013.12, Prince George's County, Maryland",0,29,0,75,0,0,0,0,10,70,10,36,265,13,0,0,0,0,112,0,0,0,0,19,121,262,8,0,0,0,0,96,0,0,54,0,32,72,125,287.4,54.6,290,757,
1338,1400000US24033801313,"Census Tract 8013.13, Prince George's County, Maryland",0,0,0,90,0,0,0,0,4,18,9,139,98,0,0,0,0,0,0,0,0,52,0,11,35,111,0,0,0,0,0,3,0,0,23,0,20,65,90,85.96,14.04,279,469,
671,1400000US24033801404,"Census Tract 8014.04, Prince George's County, Maryland",11,0,0,40,13,35,13,0,63,78,0,105,400,10,64,11,0,0,47,10,0,56,93,6,103,226,0,0,46,0,42,0,0,0,57,7,6,68,198.5,358.66,138.84,288,984,
344,1400000US24033801405,"Census Tract 8014.05, Prince George's County, Maryland",33,0,10,0,0,32,28,0,69,51,10,37,267,47,0,0,0,0,0,0,15,132,52,14,7,249,19,0,0,0,0,20,0,36,65,37,23,49,109,427.8,109.2,140,786,
345,1400000US24033801406,"Census Tract 8014.06, Prince George's County, Maryland",0,0,0,0,0,0,0,0,0,0,48,76,235,0,0,21,0,0,40,0,0,38,20,83,33,55,0,0,0,0,0,16,0,0,0,17,10,12,21,102.14,28.86,262,414,
1175,1400000US24033801407,"Census Tract 8014.07, Prince George's County, Maryland",0,0,0,26,0,14,0,23,44,17,113,39,98,0,0,0,0,0,0,0,0,16,6,0,76,489,0,0,0,0,0,13,0,33,185,171,47,40,26,370.68,151.32,315,863,
1339,1400000US24033801408,"Census Tract 8014.08, Prince George's County, Maryland",0,39,0,0,0,0,0,0,20,58,38,30,218,0,0,20,0,0,0,0,0,81,0,26,91,237,86,0,0,0,0,0,0,0,34,9,77,31,145,149.74,52.26,293,640,
1340,1400000US24033801409,"Census Tract 8014.09, Prince George's County, Maryland",0,45,23,51,0,0,0,0,0,28,0,51,364,0,53,20,25,0,0,0,177,52,0,0,37,162,7,8,0,0,0,0,0,0,50,28,0,69,232,291.32,43.68,157,724,
1341,1400000US24033801410,"Census Tract 8014.10, Prince George's County, Maryland",0,0,0,0,0,14,0,0,52,0,41,0,151,0,0,0,0,0,0,0,0,22,33,76,20,121,0,0,0,0,0,0,0,0,23,32,53,13,0,125.3,50.7,203,379,
1342,1400000US24033801411,"Census Tract 8014.11, Prince George's County, Maryland",0,106,0,0,0,0,0,23,0,122,0,40,153,0,62,0,23,0,0,0,0,39,8,11,10,468,0,94,0,22,0,8,0,0,173,69,23,79,307,286.78,155.22,163,912,
181,1400000US24033801500,"Census Tract 8015, Prince George's County, Maryland",0,0,14,30,21,25,12,15,132,11,0,7,235,0,0,6,0,62,7,0,26,99,6,16,13,186,0,0,0,0,31,32,0,0,54,59,4,6,84.2,498.52,59.28,46,688,
124,1400000US24033801600,"Census Tract 8016, Prince George's County, Maryland",60,0,0,0,71,0,0,44,34,7,0,17,266,92,0,33,0,68,0,0,30,12,31,0,0,168,46,12,0,0,66,0,0,14,0,8,22,0,304.5,287.62,35.88,39,667,
666,1400000US24033801701,"Census Tract 8017.01, Prince George's County, Maryland",19,54,86,28,0,41,0,0,0,90,57,46,355,17,15,102,24,0,70,0,0,0,35,8,84,327,0,19,19,16,0,45,0,0,57,0,73,98,399,240.5,97.5,366,1103,
